"Date","Price","Open","High","Low","Vol.","Change %"
"20/03/2013","35,786.07","35,808.44","35,979.15","35,762.38","206.40M","-0.07%"
"19/03/2013","35,809.56","35,953.80","36,020.24","35,704.25","115.66M","-0.40%"
"18/03/2013","35,954.10","36,226.35","36,226.35","35,733.55","110.25M","-0.75%"
"15/03/2013","36,226.72","36,372.46","36,482.58","36,226.72","238.41M","-0.40%"
"14/03/2013","36,372.09","36,331.65","36,521.93","36,235.56","113.18M","0.12%"
"13/03/2013","36,328.32","36,374.53","36,486.92","36,196.81","135.02M","-0.13%"
"12/03/2013","36,374.35","36,380.08","36,449.92","36,204.97","98.91M","-0.05%"
"11/03/2013","36,391.70","36,164.66","36,430.09","36,138.75","","0.62%"
"08/03/2013","36,168.65","36,192.77","36,397.54","36,100.36","116.01M","-0.07%"
"07/03/2013","36,192.37","35,936.80","36,223.26","35,847.34","130.51M","0.73%"
"06/03/2013","35,928.34","36,069.07","36,173.88","35,913.82","126.22M","-0.38%"
"05/03/2013","36,064.12","35,369.38","36,094.50","35,367.27","107.97M","1.97%"
"04/03/2013","35,368.46","35,656.62","35,656.62","35,336.77","113.67M","-0.80%"
"01/03/2013","35,653.81","35,237.41","35,721.13","35,231.86","121.15M","1.13%"
"28/02/2013","35,254.76","34,863.23","35,308.96","34,854.48","144.42M","1.15%"
"27/02/2013","34,854.04","35,129.42","35,198.44","34,583.90","113.12M","-0.82%"
"26/02/2013","35,143.65","35,358.02","35,358.02","34,976.58","96.47M","-0.61%"
"25/02/2013","35,359.19","35,250.21","35,599.09","35,250.21","77.88M","0.31%"
"22/02/2013","35,249.89","35,266.35","35,515.90","35,173.40","87.87M","-0.08%"
"21/02/2013","35,278.23","36,018.84","36,018.84","35,191.56","120.47M","-2.07%"
"20/02/2013","36,022.45","36,315.87","36,323.24","35,869.54","85.06M","-0.84%"
"19/02/2013","36,328.85","36,093.24","36,361.00","36,082.60","78.81M","0.65%"
"18/02/2013","36,093.43","36,243.26","36,254.98","35,949.42","","-0.41%"
"15/02/2013","36,242.86","36,272.61","36,345.53","36,173.54","85.98M","-0.12%"
"14/02/2013","36,285.09","36,385.40","36,385.40","36,052.00","96.90M","-0.28%"
"13/02/2013","36,387.71","36,288.20","36,434.08","36,222.17","73.73M","0.28%"
"12/02/2013","36,286.98","36,409.33","36,445.48","36,221.96","89.34M","-0.34%"
"11/02/2013","36,410.73","36,481.82","36,544.99","36,386.00","92.06M","-0.18%"
"08/02/2013","36,477.46","36,261.03","36,568.09","36,261.03","72.76M","0.57%"
"07/02/2013","36,269.66","36,148.12","36,393.72","36,136.84","87.73M","0.31%"
"06/02/2013","36,156.66","36,279.56","36,373.11","36,036.94","108.81M","-0.34%"
"05/02/2013","36,279.10","36,224.85","36,316.66","36,044.43","107.05M","0.15%"
"04/02/2013","36,225.21","36,230.15","36,421.32","36,133.54","95.17M","0.02%"
"01/02/2013","36,219.07","36,102.90","36,391.76","36,091.15","93.18M","0.32%"
"31/01/2013","36,103.45","36,089.01","36,112.87","35,864.66","","0.06%"
"30/01/2013","36,082.03","36,238.59","36,368.25","36,082.03","91.04M","-0.43%"
"29/01/2013","36,238.55","36,157.95","36,270.36","36,104.88","87.13M","0.22%"
"28/01/2013","36,157.58","36,068.02","36,157.73","35,850.99","75.45M","0.26%"
"25/01/2013","36,064.38","36,149.38","36,159.57","35,934.45","","-0.24%"
"24/01/2013","36,151.00","35,736.85","36,151.00","35,736.85","103.04M","1.15%"
"23/01/2013","35,739.51","35,492.24","35,778.64","35,489.16","90.62M","0.71%"
"22/01/2013","35,487.52","35,567.42","35,567.70","35,224.37","90.62M","-0.22%"
"21/01/2013","35,567.13","35,724.27","35,759.97","35,380.09","86.72M","-0.44%"
"18/01/2013","35,723.78","35,563.73","35,826.61","35,563.73","112.21M","0.45%"
"17/01/2013","35,562.83","35,471.62","35,644.02","35,338.05","108.67M","0.23%"
"16/01/2013","35,479.50","35,526.00","35,683.65","35,391.47","123.78M","-0.08%"
"15/01/2013","35,508.12","35,677.21","35,821.14","35,347.79","129.22M","-0.46%"
"14/01/2013","35,673.42","35,795.61","35,954.04","35,636.17","97.67M","-0.33%"
"11/01/2013","35,792.52","35,814.51","35,848.90","35,682.12","76.47M","-0.06%"
"10/01/2013","35,813.24","35,807.47","35,888.36","35,655.71","73.27M","0.01%"
"09/01/2013","35,808.50","35,637.64","35,808.50","35,632.55","101.68M","0.49%"
"08/01/2013","35,632.41","35,640.00","35,731.58","35,528.97","63.33M","-0.03%"
"07/01/2013","35,641.67","35,780.52","35,826.59","35,597.86","50.41M","-0.38%"
"04/01/2013","35,775.90","35,778.06","35,822.55","35,535.15","58.45M","-0.02%"
"03/01/2013","35,784.44","35,629.88","35,786.03","35,470.40","54.24M","0.43%"
"02/01/2013","35,630.85","34,798.35","35,630.85","34,798.35","44.35M","2.40%"
"31/12/2012","34,795.50","34,926.70","34,926.70","34,624.99","13.12M","-0.39%"
"28/12/2012","34,930.61","34,989.58","35,042.41","34,812.71","30.63M","-0.14%"
"27/12/2012","34,980.34","34,765.25","35,003.80","34,723.58","34.95M","0.62%"
"24/12/2012","34,765.26","34,727.44","34,830.94","34,626.36","9.57M","0.11%"
"21/12/2012","34,727.30","34,791.42","34,832.18","34,600.87","67.68M","-0.20%"
"20/12/2012","34,797.93","34,724.73","34,906.22","34,492.23","219.18M","0.21%"
"19/12/2012","34,724.82","34,460.43","34,769.19","34,444.93","97.67M","0.75%"
"18/12/2012","34,464.75","34,284.56","34,501.38","34,276.11","114.63M","0.55%"
"14/12/2012","34,277.21","34,291.73","34,431.29","34,175.43","101.31M","-0.03%"
"13/12/2012","34,287.11","34,414.78","34,427.68","34,216.60","85.74M","-0.37%"
"12/12/2012","34,415.32","34,243.31","34,460.45","34,180.58","107.46M","0.51%"
"11/12/2012","34,240.74","34,072.78","34,240.74","34,011.03","","0.49%"
"10/12/2012","34,074.58","33,908.25","34,074.58","33,715.16","77.89M","0.49%"
"07/12/2012","33,909.68","34,010.70","34,054.30","33,776.09","73.85M","-0.29%"
"06/12/2012","34,008.67","33,922.47","34,131.85","33,844.81","86.12M","0.24%"
"05/12/2012","33,927.03","33,720.27","34,024.69","33,720.27","103.70M","0.61%"
"04/12/2012","33,721.92","33,798.13","33,845.64","33,674.00","70.25M","-0.23%"
"03/12/2012","33,799.77","33,865.78","33,866.10","33,667.04","73.55M","-0.22%"
"30/11/2012","33,872.69","33,665.72","33,872.69","33,557.69","124.43M","0.62%"
"29/11/2012","33,664.60","33,245.98","33,708.58","33,245.98","80.82M","1.32%"
"28/11/2012","33,225.91","33,543.56","33,546.67","33,204.60","91.82M","-1.06%"
"27/11/2012","33,580.72","33,546.58","33,746.87","33,505.29","72.81M","0.15%"
"26/11/2012","33,531.88","33,625.32","33,676.02","33,458.27","57.67M","-0.30%"
"23/11/2012","33,634.44","33,614.45","33,635.43","33,399.81","68.50M","0.06%"
"22/11/2012","33,613.24","33,271.78","33,752.47","33,267.98","109.41M","1.02%"
"21/11/2012","33,274.88","33,097.65","33,276.92","33,073.34","","0.53%"
"20/11/2012","33,098.28","33,028.85","33,162.80","33,003.21","83.63M","0.24%"
"19/11/2012","33,020.13","32,621.46","33,020.13","32,621.46","76.62M","1.25%"
"16/11/2012","32,612.45","32,840.52","32,880.65","32,571.66","78.57M","-0.71%"
"15/11/2012","32,845.63","33,041.16","33,041.16","32,781.77","93.11M","-0.60%"
"14/11/2012","33,042.71","33,181.41","33,283.10","33,039.51","117.72M","-0.41%"
"13/11/2012","33,178.50","33,229.94","33,229.94","32,961.04","147.64M","-0.20%"
"12/11/2012","33,244.66","33,122.66","33,336.60","33,073.88","71.27M","0.37%"
"09/11/2012","33,122.46","33,402.40","33,436.89","32,989.76","92.66M","-0.85%"
"08/11/2012","33,404.86","33,293.92","33,424.67","33,153.09","96.19M","0.33%"
"07/11/2012","33,294.09","33,456.71","33,527.20","33,264.80","101.09M","-0.41%"
"06/11/2012","33,432.33","33,435.91","33,597.86","33,342.53","90.20M","0.02%"
"05/11/2012","33,424.99","33,508.22","33,519.25","33,326.13","73.64M","-0.26%"
"02/11/2012","33,512.89","33,238.04","33,518.80","33,176.61","108.46M","0.82%"
"01/11/2012","33,239.18","33,004.63","33,239.18","32,817.76","110.67M","0.70%"
"31/10/2012","33,008.20","33,007.92","33,129.06","32,925.47","108.80M","0.02%"
"30/10/2012","33,003.14","32,850.97","33,005.48","32,604.13","","0.38%"
"29/10/2012","32,877.38","32,716.75","32,877.38","32,524.03","57.50M","0.48%"
"26/10/2012","32,719.10","32,805.97","32,826.22","32,564.99","106.18M","-0.27%"
"25/10/2012","32,806.75","32,760.67","32,965.83","32,746.93","75.18M","0.14%"
"24/10/2012","32,760.51","32,494.41","32,789.60","32,419.56","61.02M","0.81%"
"23/10/2012","32,497.47","32,787.28","32,893.74","32,447.34","","-0.88%"
"22/10/2012","32,784.48","32,610.40","32,868.62","32,520.27","64.99M","0.54%"
"19/10/2012","32,609.75","32,819.64","32,820.53","32,506.13","76.77M","-0.64%"
"18/10/2012","32,820.97","33,037.25","33,045.73","32,783.91","124.76M","-0.65%"
"17/10/2012","33,037.18","32,767.70","33,122.30","32,706.72","108.57M","0.82%"
"16/10/2012","32,767.23","32,455.64","32,770.91","32,455.64","111.11M","0.95%"
"15/10/2012","32,457.76","32,276.44","32,518.82","32,210.04","74.19M","0.56%"
"12/10/2012","32,276.07","32,354.04","32,354.92","32,139.51","80.93M","-0.24%"
"11/10/2012","32,352.10","32,008.93","32,413.41","31,868.62","124.65M","1.07%"
"10/10/2012","32,008.14","31,933.31","32,008.14","31,739.41","152.32M","0.21%"
"09/10/2012","31,940.31","32,017.41","32,094.02","31,940.31","130.47M","-0.76%"
"08/10/2012","32,183.45","32,356.50","32,356.50","32,063.47","133.89M","-0.55%"
"05/10/2012","32,361.91","32,006.00","32,471.32","32,006.00","127.69M","1.11%"
"04/10/2012","32,005.30","31,868.24","32,108.74","31,845.95","99.78M","0.43%"
"03/10/2012","31,868.43","32,020.90","32,048.81","31,861.21","81.35M","-0.48%"
"02/10/2012","32,020.55","32,085.69","32,219.70","31,804.53","98.12M","-0.20%"
"01/10/2012","32,085.81","31,518.39","32,102.85","31,504.78","93.79M","1.80%"
"28/09/2012","31,518.32","31,397.62","31,667.62","31,372.84","126.02M","0.40%"
"27/09/2012","31,393.10","31,173.77","31,480.98","31,163.60","135.48M","0.74%"
"26/09/2012","31,163.60","31,776.66","31,779.22","31,163.60","124.67M","-1.93%"
"25/09/2012","31,776.31","31,932.91","31,934.87","31,722.15","114.68M","-0.50%"
"21/09/2012","31,934.87","32,083.66","32,220.99","31,405.82","139.92M","-0.46%"
"20/09/2012","32,081.36","32,189.25","32,189.25","32,037.08","217.50M","-0.35%"
"19/09/2012","32,193.46","32,169.78","32,357.22","32,169.78","144.08M","0.08%"
"18/09/2012","32,166.60","32,124.98","32,222.53","32,008.86","139.39M","0.14%"
"17/09/2012","32,122.03","32,331.77","32,344.55","32,015.87","118.06M","-0.64%"
"14/09/2012","32,328.83","31,654.22","32,381.54","31,653.52","199.30M","2.14%"
"13/09/2012","31,650.08","31,532.99","31,650.08","31,397.53","133.95M","0.37%"
"12/09/2012","31,533.63","31,266.42","31,642.68","31,263.85","101.75M","0.86%"
"11/09/2012","31,264.38","31,345.10","31,348.49","31,025.62","93.63M","-0.25%"
"10/09/2012","31,343.21","31,493.53","31,573.96","31,343.21","111.65M","-0.59%"
"07/09/2012","31,530.80","31,424.12","31,551.37","31,358.19","105.83M","0.35%"
"06/09/2012","31,421.82","30,807.02","31,421.82","30,807.02","81.97M","2.03%"
"05/09/2012","30,797.76","30,885.97","30,994.28","30,714.97","95.41M","-0.28%"
"04/09/2012","30,884.69","31,229.61","31,266.72","30,827.15","82.82M","-1.10%"
"03/09/2012","31,227.59","31,175.42","31,316.28","31,009.26","62.68M","0.18%"
"31/08/2012","31,172.74","31,092.34","31,285.88","30,955.94","140.58M","0.27%"
"30/08/2012","31,088.76","31,492.07","31,492.07","31,061.86","83.83M","-1.28%"
"29/08/2012","31,492.04","31,522.49","31,590.66","31,282.42","80.70M","-0.09%"
"28/08/2012","31,521.84","31,642.16","31,688.54","31,521.84","89.62M","-0.41%"
"27/08/2012","31,650.49","31,563.63","31,714.23","31,527.45","43.23M","0.26%"
"24/08/2012","31,567.19","31,637.69","31,649.05","31,407.53","79.60M","-0.13%"
"23/08/2012","31,607.12","31,415.09","31,653.35","31,414.39","104.74M","0.61%"
"22/08/2012","31,414.06","31,630.08","31,630.08","31,414.06","","-0.68%"
"21/08/2012","31,630.26","31,300.70","31,690.59","31,300.70","96.09M","1.06%"
"20/08/2012","31,299.77","31,373.36","31,567.59","31,289.92","84.19M","-0.24%"
"17/08/2012","31,376.13","31,537.39","31,676.46","31,353.18","96.68M","-0.51%"
"16/08/2012","31,535.97","31,332.45","31,535.97","31,284.17","76.45M","0.65%"
"15/08/2012","31,332.42","31,342.35","31,346.99","31,167.07","88.43M","-0.03%"
"14/08/2012","31,340.64","31,217.09","31,427.31","31,209.41","76.43M","0.47%"
"13/08/2012","31,194.25","31,325.00","31,339.23","31,152.87","","-0.43%"
"10/08/2012","31,330.12","31,249.15","31,330.12","31,096.32","86.35M","0.25%"
"08/08/2012","31,251.68","31,228.73","31,516.04","31,136.43","88.38M","0.09%"
"07/08/2012","31,224.75","31,191.81","31,350.22","31,086.89","84.54M","0.10%"
"06/08/2012","31,192.18","30,983.58","31,192.18","30,896.84","86.01M","0.68%"
"03/08/2012","30,981.21","30,811.73","31,104.21","30,634.33","95.87M","0.53%"
"02/08/2012","30,817.28","30,869.67","31,043.58","30,651.20","98.30M","-0.14%"
"01/08/2012","30,859.99","30,384.11","30,859.99","30,384.11","97.30M","1.56%"
"31/07/2012","30,386.61","30,774.80","30,855.97","30,325.74","","-1.26%"
"30/07/2012","30,775.22","30,508.76","30,778.16","30,434.34","75.55M","0.88%"
"27/07/2012","30,508.18","30,160.89","30,535.05","30,078.86","112.84M","1.16%"
"26/07/2012","30,159.33","29,913.11","30,241.39","29,713.03","83.96M","0.83%"
"25/07/2012","29,911.58","29,867.29","30,077.76","29,806.71","94.89M","0.14%"
"24/07/2012","29,868.42","29,703.58","29,995.38","29,672.06","95.98M","0.63%"
"23/07/2012","29,682.27","30,072.46","30,072.46","29,579.11","79.93M","-1.30%"
"20/07/2012","30,074.29","30,167.22","30,271.89","30,029.46","112.73M","-0.30%"
"19/07/2012","30,165.94","29,927.57","30,223.77","29,899.43","114.56M","0.80%"
"18/07/2012","29,925.60","29,558.48","29,925.60","29,521.92","99.53M","1.24%"
"17/07/2012","29,558.23","29,585.89","29,737.04","29,517.70","92.64M","-0.09%"
"16/07/2012","29,585.39","29,664.42","29,688.53","29,507.64","87.72M","-0.26%"
"13/07/2012","29,663.61","29,251.29","29,663.61","29,251.29","132.34M","1.41%"
"12/07/2012","29,251.12","29,574.73","29,574.73","29,235.11","115.53M","-1.08%"
"11/07/2012","29,570.89","29,847.94","29,847.94","29,527.42","104.31M","-0.93%"
"10/07/2012","29,848.29","29,787.94","29,992.56","29,685.88","79.74M","0.21%"
"09/07/2012","29,784.71","30,055.59","30,056.93","29,720.85","80.54M","-0.91%"
"06/07/2012","30,056.92","30,058.47","30,261.19","29,987.47","83.82M","0.00%"
"05/07/2012","30,057.03","29,908.81","30,218.77","29,893.28","106.27M","0.50%"
"04/07/2012","29,906.78","29,867.20","30,047.25","29,818.30","81.50M","0.14%"
"03/07/2012","29,864.41","29,566.31","29,880.61","29,566.31","97.08M","1.02%"
"02/07/2012","29,561.58","29,639.28","29,699.35","29,467.74","","-0.26%"
"29/06/2012","29,638.01","29,204.66","29,808.09","29,204.66","143.51M","1.48%"
"28/06/2012","29,204.66","29,683.36","29,779.86","29,159.37","117.16M","-1.61%"
"27/06/2012","29,683.36","29,793.54","29,932.94","29,508.08","119.11M","-0.37%"
"26/06/2012","29,793.54","29,770.45","29,928.16","29,707.60","113.50M","0.08%"
"25/06/2012","29,770.45","30,025.43","30,108.70","29,770.45","79.30M","-0.85%"
"22/06/2012","30,025.43","30,517.83","30,517.83","30,017.41","109.72M","-1.61%"
"21/06/2012","30,517.83","30,764.32","30,764.35","30,451.50","157.00M","-0.80%"
"20/06/2012","30,764.32","30,707.43","30,799.88","30,546.89","127.17M","0.19%"
"19/06/2012","30,707.43","30,453.02","30,707.43","30,374.77","124.74M","0.84%"
"18/06/2012","30,453.02","29,977.28","30,521.50","29,967.46","121.28M","1.59%"
"15/06/2012","29,977.28","29,845.01","30,029.23","29,804.59","145.71M","0.44%"
"14/06/2012","29,845.01","30,050.04","30,054.13","29,684.46","90.62M","-0.68%"
"13/06/2012","30,050.04","29,882.54","30,050.04","29,807.80","90.04M","0.56%"
"12/06/2012","29,882.54","29,656.99","29,882.54","29,528.80","114.29M","0.76%"
"11/06/2012","29,656.99","29,705.42","30,099.11","29,656.99","89.90M","-0.16%"
"08/06/2012","29,705.42","29,947.48","29,947.48","29,573.14","90.48M","-0.81%"
"07/06/2012","29,947.48","29,677.48","30,106.42","29,604.70","156.17M","0.91%"
"06/06/2012","29,677.48","29,180.76","29,677.48","29,143.66","143.90M","1.70%"
"05/06/2012","29,180.76","29,144.78","29,303.96","29,101.31","95.22M","0.12%"
"04/06/2012","29,144.78","29,161.00","29,236.62","28,887.74","84.36M","-0.06%"
"01/06/2012","29,161.00","29,201.90","29,277.31","28,956.19","154.82M","-0.14%"
"31/05/2012","29,201.90","29,063.62","29,374.87","29,063.62","204.67M","0.48%"
"30/05/2012","29,063.62","29,531.22","29,531.22","29,054.26","98.22M","-1.58%"
"29/05/2012","29,531.22","29,189.72","29,532.85","29,189.72","88.29M","1.17%"
"28/05/2012","29,189.72","29,074.19","29,410.57","29,074.19","56.44M","0.40%"
"25/05/2012","29,074.19","29,137.84","29,303.02","28,802.90","93.53M","-0.22%"
"24/05/2012","29,137.84","28,971.82","29,252.31","28,956.48","133.71M","0.57%"
"23/05/2012","28,971.82","29,538.24","29,538.24","28,959.52","92.65M","-1.92%"
"22/05/2012","29,538.24","29,144.92","29,571.55","29,144.92","90.88M","1.35%"
"21/05/2012","29,144.92","29,212.42","29,248.85","29,048.23","103.60M","-0.23%"
"18/05/2012","29,212.42","29,580.86","29,580.86","29,107.41","146.03M","-1.25%"
"17/05/2012","29,580.86","29,854.40","29,854.40","29,323.94","142.53M","-0.92%"
"16/05/2012","29,854.40","29,548.07","29,931.30","29,077.09","178.87M","1.04%"
"15/05/2012","29,548.07","29,577.06","29,898.52","29,415.40","107.91M","-0.10%"
"14/05/2012","29,577.06","30,076.45","30,091.07","29,506.87","93.40M","-1.66%"
"11/05/2012","30,076.45","29,897.34","30,077.05","29,726.64","107.04M","0.60%"
"10/05/2012","29,897.34","29,443.83","29,923.49","29,443.83","133.10M","1.54%"
"09/05/2012","29,443.83","29,499.49","29,596.30","29,291.47","135.19M","-0.19%"
"08/05/2012","29,499.49","29,898.17","29,939.07","29,499.49","99.84M","-1.33%"
"07/05/2012","29,898.17","30,065.47","30,065.47","29,660.08","69.03M","-0.56%"
"04/05/2012","30,065.47","30,338.56","30,338.56","30,052.03","120.46M","-0.90%"
"03/05/2012","30,338.56","30,446.28","30,549.65","30,301.78","118.24M","-0.35%"
"02/05/2012","30,446.28","30,364.59","30,624.70","30,323.81","100.22M","0.27%"
"30/04/2012","30,364.59","30,247.51","30,451.65","30,247.51","87.82M","0.39%"
"26/04/2012","30,247.51","30,021.05","30,247.51","30,012.24","96.96M","0.75%"
"25/04/2012","30,021.05","29,823.88","30,062.34","29,823.88","126.94M","0.66%"
"24/04/2012","29,823.88","29,686.12","29,894.06","29,679.07","93.03M","0.46%"
"23/04/2012","29,686.12","30,185.77","30,188.52","29,684.11","93.19M","-1.66%"
"20/04/2012","30,185.77","30,110.72","30,246.57","29,924.11","104.44M","0.25%"
"19/04/2012","30,110.72","30,043.23","30,216.69","30,007.68","91.51M","0.22%"
"18/04/2012","30,043.23","29,787.60","30,074.73","29,787.60","95.98M","0.86%"
"17/04/2012","29,787.60","29,684.54","29,788.50","29,576.53","100.59M","0.35%"
"16/04/2012","29,684.54","29,721.32","29,778.56","29,591.46","146.28M","-0.12%"
"13/04/2012","29,721.32","29,864.84","29,911.74","29,586.99","105.47M","-0.48%"
"12/04/2012","29,864.84","29,669.84","29,864.84","29,508.74","112.11M","0.66%"
"11/04/2012","29,669.84","29,636.00","29,763.43","29,465.40","123.19M","0.11%"
"10/04/2012","29,636.00","29,754.87","29,812.04","29,558.56","97.42M","-0.40%"
"05/04/2012","29,754.87","29,425.97","29,754.87","29,216.98","101.56M","1.12%"
"04/04/2012","29,425.97","30,214.74","30,214.74","29,425.97","133.44M","-2.61%"
"03/04/2012","30,214.74","30,013.52","30,229.36","29,960.41","119.92M","0.67%"
"02/04/2012","30,013.52","29,603.42","30,013.52","29,603.42","107.79M","1.39%"
"30/03/2012","29,603.42","29,566.90","29,805.48","29,546.98","123.97M","0.12%"
"29/03/2012","29,566.90","29,715.14","29,728.51","29,413.90","98.87M","-0.50%"
"28/03/2012","29,715.14","29,957.44","29,957.44","29,696.24","81.91M","-0.81%"
"27/03/2012","29,957.44","29,796.56","30,130.71","29,796.56","91.61M","0.54%"
"26/03/2012","29,796.56","29,716.93","29,864.75","29,595.17","85.69M","0.27%"
"23/03/2012","29,716.93","29,697.66","29,827.10","29,445.96","115.68M","0.06%"
"22/03/2012","29,697.66","30,026.43","30,157.09","29,626.51","146.61M","-1.09%"
"20/03/2012","30,026.43","30,395.53","30,395.53","29,992.37","123.67M","-1.21%"
"19/03/2012","30,395.53","30,398.29","30,486.14","30,208.87","101.91M","-0.01%"
"16/03/2012","30,398.29","30,334.04","30,587.82","30,326.61","168.80M","0.21%"
"15/03/2012","30,334.04","30,521.67","30,710.50","30,268.94","215.39M","-0.61%"
"14/03/2012","30,521.67","30,302.80","30,641.94","30,302.80","178.33M","0.72%"
"13/03/2012","30,302.80","30,067.80","30,384.15","30,067.80","120.33M","0.78%"
"12/03/2012","30,067.80","30,100.61","30,254.99","29,991.17","103.94M","-0.11%"
"09/03/2012","30,100.61","29,970.84","30,128.01","29,967.10","92.49M","0.43%"
"08/03/2012","29,970.84","29,822.39","30,065.44","29,770.75","115.58M","0.50%"
"07/03/2012","29,822.39","29,612.31","29,926.26","29,607.32","100.50M","0.71%"
"06/03/2012","29,612.31","30,236.78","30,236.78","29,539.64","110.96M","-2.07%"
"05/03/2012","30,236.78","30,406.84","30,406.84","30,118.64","65.58M","-0.56%"
"02/03/2012","30,406.84","30,526.43","30,541.22","30,243.33","92.04M","-0.39%"
"01/03/2012","30,526.43","30,546.69","30,546.69","30,180.44","113.78M","-0.07%"
"29/02/2012","30,546.69","30,484.34","30,639.71","30,470.39","133.00M","0.20%"
"28/02/2012","30,484.34","30,160.27","30,484.34","30,160.27","90.33M","1.07%"
"27/02/2012","30,160.27","30,560.09","30,560.09","30,098.84","80.18M","-1.31%"
"24/02/2012","30,560.09","30,402.63","30,582.34","30,393.31","144.45M","0.52%"
"23/02/2012","30,402.63","30,288.89","30,533.71","30,287.36","133.47M","0.38%"
"22/02/2012","30,288.89","30,438.34","30,551.54","30,255.92","93.82M","-0.49%"
"21/02/2012","30,438.34","30,393.94","30,500.39","30,360.84","85.98M","0.15%"
"20/02/2012","30,393.94","30,373.15","30,540.34","30,370.51","65.08M","0.07%"
"17/02/2012","30,373.15","30,099.50","30,422.70","30,099.50","78.06M","0.91%"
"16/02/2012","30,099.50","30,395.73","30,399.94","30,005.76","98.12M","-0.97%"
"15/02/2012","30,395.73","30,442.16","30,637.15","30,395.73","109.54M","-0.15%"
"14/02/2012","30,442.16","30,530.87","30,583.14","30,365.00","104.86M","-0.29%"
"13/02/2012","30,530.87","30,210.44","30,553.34","30,210.44","76.78M","1.06%"
"10/02/2012","30,210.44","30,599.35","30,599.35","30,150.26","98.13M","-1.27%"
"09/02/2012","30,599.35","30,560.71","30,655.21","30,346.64","124.43M","0.13%"
"08/02/2012","30,560.71","30,297.41","30,612.64","30,294.37","105.67M","0.87%"
"07/02/2012","30,297.41","30,498.62","30,536.09","30,243.86","105.21M","-0.66%"
"06/02/2012","30,498.62","30,718.49","30,790.84","30,486.86","102.68M","-0.72%"
"03/02/2012","30,718.49","30,728.25","30,750.48","30,530.60","132.05M","-0.03%"
"02/02/2012","30,728.25","30,518.66","30,834.94","30,518.66","139.29M","0.69%"
"01/02/2012","30,518.66","30,176.19","30,518.66","30,046.39","115.09M","1.13%"
"31/01/2012","30,176.19","30,044.33","30,397.81","30,044.33","141.07M","0.44%"
"30/01/2012","30,044.33","30,324.28","30,324.28","29,872.65","116.44M","-0.92%"
"27/01/2012","30,324.28","30,508.85","30,509.87","30,219.91","99.50M","-0.60%"
"26/01/2012","30,508.85","30,073.99","30,528.24","30,073.99","127.05M","1.45%"
"25/01/2012","30,073.99","30,176.77","30,273.30","29,920.86","114.56M","-0.34%"
"24/01/2012","30,176.77","30,365.89","30,385.15","30,037.38","125.52M","-0.62%"
"23/01/2012","30,365.89","30,116.40","30,380.14","30,034.99","96.91M","0.83%"
"20/01/2012","30,116.40","30,007.86","30,138.09","29,877.78","134.68M","0.36%"
"19/01/2012","30,007.86","29,969.31","30,097.74","29,903.13","141.89M","0.13%"
"18/01/2012","29,969.31","29,843.00","29,999.10","29,622.88","125.22M","0.42%"
"17/01/2012","29,843.00","29,639.19","29,921.26","29,639.19","105.77M","0.69%"
"16/01/2012","29,639.19","29,333.57","29,639.19","29,278.35","67.34M","1.04%"
"13/01/2012","29,333.57","29,434.13","29,618.57","29,245.61","89.58M","-0.34%"
"12/01/2012","29,434.13","29,276.38","29,552.76","29,239.81","105.08M","0.54%"
"11/01/2012","29,276.38","29,481.51","29,596.13","29,249.81","98.80M","-0.70%"
"10/01/2012","29,481.51","29,231.92","29,510.37","29,231.92","93.30M","0.85%"
"09/01/2012","29,231.92","29,209.60","29,337.87","29,083.98","82.21M","0.08%"
"06/01/2012","29,209.60","29,058.39","29,373.68","29,037.21","96.73M","0.52%"
"05/01/2012","29,058.39","29,366.92","29,366.92","29,051.83","83.27M","-1.05%"
"04/01/2012","29,366.92","29,263.24","29,492.21","29,209.71","72.00M","0.35%"
"03/01/2012","29,263.24","28,469.81","29,304.27","28,466.34","69.71M","2.79%"
"30/12/2011","28,469.81","28,486.53","28,621.01","28,466.64","21.20M","-0.06%"
"29/12/2011","28,486.53","28,600.00","28,600.00","28,266.73","50.65M","-0.40%"
"28/12/2011","28,600.00","28,641.11","28,763.72","28,513.15","62.60M","-0.14%"
"23/12/2011","28,641.11","28,413.03","28,696.11","28,402.21","41.26M","0.80%"
"22/12/2011","28,413.03","28,169.25","28,413.03","28,169.25","67.31M","0.87%"
"21/12/2011","28,169.25","28,330.77","28,564.24","28,075.84","101.23M","-0.57%"
"20/12/2011","28,330.77","28,261.83","28,330.77","28,063.37","104.91M","0.24%"
"19/12/2011","28,261.83","28,556.63","28,556.63","28,129.58","122.55M","-1.03%"
"15/12/2011","28,556.63","28,252.84","28,575.94","28,044.90","275.37M","1.08%"
"14/12/2011","28,252.84","28,710.99","28,734.52","28,215.71","162.36M","-1.60%"
"13/12/2011","28,710.99","28,772.86","28,946.50","28,650.13","98.24M","-0.22%"
"12/12/2011","28,772.86","29,169.61","29,214.24","28,735.51","239.51M","-1.36%"
"09/12/2011","29,169.61","29,283.57","29,296.12","28,896.92","83.73M","-0.39%"
"08/12/2011","29,283.57","29,308.05","29,591.02","29,256.94","92.27M","-0.08%"
"07/12/2011","29,308.05","29,283.81","29,510.88","29,205.82","99.69M","0.08%"
"06/12/2011","29,283.81","29,407.90","29,407.90","29,144.25","97.18M","-0.42%"
